PoolOutputModule;1140.59
CAHitNtupletEDProducerT<CAHitQuadrupletGenerator>::produce;479.89
cms::CkfTrackCandidateMakerBase::produceBase;426.95
ElectronSeedProducer::produce;407.61
PrimaryVertexProducer::produce;367.95
GsfTrackProducer::produce;280.05
TrackstersProducer::produce;208.15
TrackListMerger::produce;181.79
TrackProducer::produce;173.13
MuonSimClassifier::produce;129.74
PFClusterProducer::produce;98.22
MuonIdProducer::produce;95.43
CAHitNtupletEDProducerT<CAHitTripletGenerator>::produce;94.53
PrimaryVertexSorter<std::vector<reco::RecoChargedRefCandidate,std::allocator<reco::RecoChargedRefCandidate>>>::produce;94.07
PFECALSuperClusterProducer::produce;92.06
ClusterTPAssociationProducer::produce;74.50
LowPtGsfElectronSeedProducer::produce;65.47
InputModule;57.53
PFDisplacedVertexProducer::produce;51.99
PFDisplacedVertexCandidateProducer::produce;51.51
DuplicateTrackMerger::produce;46.98
SeedCreatorFromRegionHitsEDProducerT<SeedFromConsecutiveHitsCreator>::produce;46.97
TemplatedVertexArbitrator<edm::View<reco::Candidate>,reco::VertexCompositePtrCandidate>::produce;45.71
HGCalLayerClusterProducer::produce;44.42
Impl<DoNothing,ImplIntermediateHitDoublets,RegionsLayersSeparate>::produce;41.68
TrackExtrapolator::produce;40.99
hitTripletEDProducerT::Impl<PixelTripletHLTGenerator,hitTripletEDProducerT::ImplSeedingHitSets,hitTripletEDProducerT::DoNothing>::produce;40.07
PFPileUp::produce;39.05
PFElecTkProducer::produce;35.44
PuppiProducer::produce;34.52
ConversionTrackMerger::produce;34.47
JetTracksAssociationDRVertexAssigned::produce;32.36
PFBlockProducer::produce;30.64
TrackstersMergeProducer::produce;30.12
TauDiscriminationProducerBase<reco::PFTau,edm::ValueMap<reco::SingleTauDiscriminatorContainer>,reco::SingleTauDiscriminatorContainer,reco::PFTauDiscriminator>::produce;28.75
TrackExtenderWithMTDT<std::vector<reco::Track,std::allocator<reco::Track>>>::produce;21.82
GoodSeedProducer::produce;21.02
PFProducer::produce;15.81
V0Producer::produce;15.70
PFElecTkProducer::beginRun;12.49
GsfElectronProducer::produce;11.81
TemplatedVertexArbitrator<std::vector<reco::Track,std::allocator<reco::Track>>,reco::Vertex>::produce;11.56
CosmicsMuonIdProducer::produce;10.92
JetPlusTrackProducer::produce;10.91
SiPixelClusterProducer::produce;10.75
PFTrackProducer::produce;9.29
PFRecoTauChargedHadronProducer::produce;8.40
TOFPIDProducer::produce;8.24
EcalUncalibRecHitProducer::produce;7.77
PFRecHitProducer::produce;7.57
SeedCreatorFromRegionHitsEDProducerT<SeedFromConsecutiveHitsTripletOnlyCreator>::produce;7.20
TopProjector<reco::PFCandidate,reco::PFCandidate,TopProjectorFwdPtrOverlap<reco::PFCandidate,reco::PFCandidate>>::produce;5.69
IPProducer<std::vector<edm::Ptr<reco::Candidate>,std::allocator<edm::Ptr<reco::Candidate>>>,reco::JetTagInfo,IPProducerHelpers::FromJetAndCands>::produce;5.68
edm::EventPrincipal::clearEventPrincipal;4.16
ConversionProducer::produce;4.13
PhotonIDValueMapProducer::produce;4.08
GsfElectronCoreEcalDrivenProducer::produce;3.86
VirtualJetProducer::produce;3.80
CosmicMuonProducer::produce;3.46
HGCalRawToDigiFake::produce;3.24
Impl<ImplSeedingHitSets,DoNothing,RegionsLayersSeparate>::produce;3.21
FastjetJetProducer::produceTrackJets;3.19
MultiClustersFromTrackstersProducer::produce;3.10
MTDTrackQualityMVAProducer::produce;3.01
edmplugin::SharedLibrary::SharedLibrary;2.89
SimPFProducer::produce;2.78
HGCalUncalibRecHitProducer::produce;2.75
other;2.66
CandIsoDepositProducer::produce;1.86
PFRecoTauTagInfoProducer::produce;1.76
TrackTimeValueMapProducer::produce;1.68
HGCalRecHitProducer::produce;1.56
ReducedRecHitCollectionProducer::produce;1.25
