edm::EventProcessor::init;317930029.00
edm::EventProcessor::beginRun;254107384.00
InputModule;228059086.00
other;168100571.00
PoolOutputModule;58053241.00
pat::PATIsolatedTrackProducer::PATIsolatedTrackProducer;48397913.00
BoostedJetONNXJetTagsProducer::produce;24013768.00
HGCalRecHitMapProducer::produce;22584376.00
RecoTauProducer::produce;21535656.00
pat::PATPackedCandidateProducer::produce;17499712.00
DeepFlavourONNXJetTagsProducer::produce;15990784.00
cms::Ort::ONNXRuntime::ONNXRuntime;15097808.00
deep_tau::DeepTauCache::DeepTauCache;14692046.00
ElectronMVAEstimatorRun2::ElectronMVAEstimatorRun2;10504440.00
ShiftedParticleProducer::produce;7882384.00
edm::ProducerBase::registerProducts;6061138.00
deep_tau::DeepTauBase::produce;5894138.00
HGCalPhotonIDValueMapProducer::produce;5739344.00
HGCalElectronIDValueMapProducer::produce;5509968.00
edmplugin::SharedLibrary::SharedLibrary;4296141.00
JetTagProducer::produce;4250056.00
RecoTauProducer::RecoTauProducer;4194304.00
edmplugin::PluginFactory<AnyMVAEstimatorRun2Base*;3621836.00
DeepTauId::DeepTauId;3317478.00
PuppiProducer::produce;3216488.00
DeepDoubleXONNXJetTagsProducer::produce;3145728.00
